"PRODUCT","DRAW NUMBER","DRAW DATE","PRIZE DIVISION","SEQUENCE NUMBER","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","GRAND NUMBER"
"DGRD",1,"2016-10-20",0,0,8,14,18,35,37,5
"DGRD",2,"2016-10-24",0,0,8,9,28,36,48,1
"DGRD",3,"2016-10-27",0,0,5,14,24,30,34,7
"DGRD",4,"2016-10-31",0,0,3,14,25,30,45,2
"DGRD",5,"2016-11-03",0,0,9,12,19,24,39,4
"DGRD",6,"2016-11-07",0,0,10,21,23,30,32,5
"DGRD",7,"2016-11-10",0,0,1,11,16,46,48,5
"DGRD",8,"2016-11-14",0,0,8,12,17,23,29,3
"DGRD",9,"2016-11-17",0,0,2,5,9,17,44,1
"DGRD",10,"2016-11-21",0,0,17,23,28,30,48,5
"DGRD",11,"2016-11-24",0,0,2,10,14,40,45,3
"DGRD",12,"2016-11-28",0,0,2,14,30,34,43,7
"DGRD",13,"2016-12-01",0,0,4,23,34,39,40,3
"DGRD",14,"2016-12-05",0,0,16,24,29,37,40,3
"DGRD",15,"2016-12-08",0,0,6,7,28,30,38,6
"DGRD",16,"2016-12-12",0,0,6,7,10,14,33,5
"DGRD",17,"2016-12-15",0,0,24,28,36,39,48,3
"DGRD",18,"2016-12-19",0,0,3,9,10,13,25,4
"DGRD",19,"2016-12-22",0,0,4,7,8,38,40,6
"DGRD",20,"2016-12-26",0,0,5,18,26,42,45,4
"DGRD",21,"2016-12-29",0,0,6,16,40,43,46,6
"DGRD",22,"2017-01-02",0,0,6,25,26,42,47,3
"DGRD",23,"2017-01-05",0,0,20,26,37,45,49,5
"DGRD",24,"2017-01-09",0,0,21,26,27,30,47,1
"DGRD",25,"2017-01-12",0,0,11,17,24,35,38,6
"DGRD",26,"2017-01-16",0,0,3,19,24,37,46,6
"DGRD",27,"2017-01-19",0,0,5,7,11,13,32,6
"DGRD",28,"2017-01-23",0,0,10,31,40,42,46,2
"DGRD",29,"2017-01-26",0,0,19,25,27,34,44,1
"DGRD",30,"2017-01-30",0,0,16,19,32,35,44,3
"DGRD",31,"2017-02-02",0,0,6,7,31,34,38,2
"DGRD",32,"2017-02-06",0,0,4,42,46,47,48,7
"DGRD",33,"2017-02-09",0,0,7,9,33,34,48,1
"DGRD",34,"2017-02-13",0,0,7,15,23,30,47,1
"DGRD",35,"2017-02-16",0,0,2,5,20,21,47,7
"DGRD",36,"2017-02-20",0,0,8,12,14,16,44,1
"DGRD",37,"2017-02-23",0,0,11,20,21,24,39,1
"DGRD",38,"2017-02-27",0,0,4,8,14,22,34,1
"DGRD",39,"2017-03-02",0,0,19,27,31,41,43,2
"DGRD",40,"2017-03-06",0,0,6,10,13,28,47,5
"DGRD",41,"2017-03-09",0,0,8,30,31,38,40,1
"DGRD",42,"2017-03-13",0,0,4,25,31,38,42,2
"DGRD",43,"2017-03-16",0,0,1,5,24,27,41,5
"DGRD",44,"2017-03-20",0,0,3,4,5,35,42,6
"DGRD",45,"2017-03-23",0,0,20,27,34,43,47,4
"DGRD",46,"2017-03-27",0,0,10,14,20,29,33,2
"DGRD",47,"2017-03-30",0,0,2,20,22,34,40,2
"DGRD",48,"2017-04-03",0,0,3,5,6,29,33,4
"DGRD",49,"2017-04-06",0,0,6,17,26,27,36,3
"DGRD",50,"2017-04-10",0,0,1,25,33,37,41,5
"DGRD",51,"2017-04-13",0,0,3,6,10,39,44,6
"DGRD",52,"2017-04-17",0,0,9,17,20,43,48,1
"DGRD",53,"2017-04-20",0,0,12,24,32,33,42,7
"DGRD",54,"2017-04-24",0,0,8,15,36,40,47,5
"DGRD",55,"2017-04-27",0,0,2,10,13,24,37,5
"DGRD",56,"2017-05-01",0,0,5,15,19,34,41,6
"DGRD",57,"2017-05-04",0,0,12,14,23,27,39,3
"DGRD",58,"2017-05-08",0,0,7,25,26,37,48,3
"DGRD",59,"2017-05-11",0,0,1,13,24,28,47,7
"DGRD",60,"2017-05-15",0,0,1,35,39,45,46,4
"DGRD",61,"2017-05-18",0,0,9,13,18,42,43,7
"DGRD",62,"2017-05-22",0,0,15,18,27,30,45,1
"DGRD",63,"2017-05-25",0,0,4,8,18,29,43,7
"DGRD",64,"2017-05-29",0,0,4,13,16,36,49,2
"DGRD",65,"2017-06-01",0,0,10,18,20,21,48,7
"DGRD",66,"2017-06-05",0,0,6,21,23,29,45,2
"DGRD",66,"2017-06-05",20,1,18,21,38,41,46,0
"DGRD",66,"2017-06-05",20,2,4,8,20,33,49,0
"DGRD",66,"2017-06-05",20,3,9,10,12,22,43,0
"DGRD",66,"2017-06-05",20,4,6,7,11,16,18,0
"DGRD",66,"2017-06-05",20,5,24,26,33,42,48,0
"DGRD",67,"2017-06-08",0,0,11,21,37,44,47,4
"DGRD",67,"2017-06-08",20,1,6,11,16,33,43,0
"DGRD",67,"2017-06-08",20,2,19,20,29,36,46,0
"DGRD",67,"2017-06-08",20,3,4,10,22,36,41,0
"DGRD",67,"2017-06-08",20,4,4,6,11,28,41,0
"DGRD",67,"2017-06-08",20,5,11,21,27,35,38,0
"DGRD",68,"2017-06-12",0,0,19,23,45,47,48,3
"DGRD",69,"2017-06-15",0,0,4,12,20,28,33,1
"DGRD",70,"2017-06-19",0,0,7,12,25,36,49,2
"DGRD",71,"2017-06-22",0,0,9,21,30,43,49,1
"DGRD",72,"2017-06-26",0,0,20,25,39,44,46,3
"DGRD",73,"2017-06-29",0,0,1,2,26,36,46,4
"DGRD",74,"2017-07-03",0,0,1,3,7,13,42,2
"DGRD",75,"2017-07-06",0,0,6,21,22,26,45,7
"DGRD",76,"2017-07-10",0,0,14,18,39,42,49,2
"DGRD",77,"2017-07-13",0,0,14,16,37,42,44,6
"DGRD",78,"2017-07-17",0,0,8,10,26,28,35,2
"DGRD",79,"2017-07-20",0,0,6,10,17,33,47,5
"DGRD",80,"2017-07-24",0,0,21,32,33,39,46,2
"DGRD",81,"2017-07-27",0,0,4,5,11,24,49,1
"DGRD",82,"2017-07-31",0,0,10,13,26,32,33,4
"DGRD",83,"2017-08-03",0,0,19,24,35,37,43,5
"DGRD",84,"2017-08-07",0,0,2,3,27,35,49,7
"DGRD",85,"2017-08-10",0,0,5,10,16,18,37,2
"DGRD",86,"2017-08-14",0,0,2,5,9,15,33,5
"DGRD",87,"2017-08-17",0,0,22,33,37,40,46,7
"DGRD",88,"2017-08-21",0,0,6,20,21,32,33,2
"DGRD",89,"2017-08-24",0,0,8,30,33,34,47,6
"DGRD",90,"2017-08-28",0,0,17,21,22,28,44,1
"DGRD",91,"2017-08-31",0,0,3,4,6,27,37,6
"DGRD",92,"2017-09-04",0,0,3,5,34,41,45,3
"DGRD",93,"2017-09-07",0,0,3,8,35,41,44,1
"DGRD",94,"2017-09-11",0,0,3,10,23,37,39,3
"DGRD",95,"2017-09-14",0,0,18,19,24,35,42,1
"DGRD",96,"2017-09-18",0,0,1,2,7,8,19,5
"DGRD",97,"2017-09-21",0,0,2,4,12,23,47,2
"DGRD",98,"2017-09-25",0,0,19,28,30,34,39,5
"DGRD",99,"2017-09-28",0,0,15,17,20,35,36,3
"DGRD",100,"2017-10-02",0,0,2,12,14,35,45,3
"DGRD",101,"2017-10-05",0,0,5,22,40,47,48,7
"DGRD",102,"2017-10-09",0,0,13,27,35,39,43,7
"DGRD",103,"2017-10-12",0,0,3,7,11,23,45,2
"DGRD",104,"2017-10-16",0,0,2,32,39,40,42,7
"DGRD",104,"2017-10-16",20,1,9,10,21,30,34,0
"DGRD",104,"2017-10-16",20,2,12,14,21,24,26,0
"DGRD",104,"2017-10-16",20,3,7,9,16,36,39,0
"DGRD",104,"2017-10-16",20,4,3,8,18,19,37,0
"DGRD",104,"2017-10-16",20,5,1,2,17,23,29,0
"DGRD",105,"2017-10-19",0,0,7,27,39,42,44,7
"DGRD",105,"2017-10-19",20,1,3,10,13,38,46,0
"DGRD",105,"2017-10-19",20,2,1,17,24,28,31,0
"DGRD",105,"2017-10-19",20,3,2,5,8,40,46,0
"DGRD",105,"2017-10-19",20,4,21,22,30,35,49,0
"DGRD",105,"2017-10-19",20,5,6,7,8,21,42,0
"DGRD",106,"2017-10-23",0,0,5,14,22,34,40,4
"DGRD",107,"2017-10-26",0,0,5,17,24,35,36,7
"DGRD",108,"2017-10-30",0,0,16,27,32,34,45,2
"DGRD",109,"2017-11-02",0,0,16,17,26,32,38,1
"DGRD",110,"2017-11-06",0,0,4,18,22,38,48,2
"DGRD",111,"2017-11-09",0,0,6,12,15,17,39,2
"DGRD",112,"2017-11-13",0,0,32,37,38,41,42,2
"DGRD",113,"2017-11-16",0,0,9,12,22,37,44,6
"DGRD",114,"2017-11-20",0,0,3,10,13,30,34,4
"DGRD",115,"2017-11-23",0,0,2,22,25,34,39,1
"DGRD",116,"2017-11-27",0,0,6,9,25,33,34,1
"DGRD",117,"2017-11-30",0,0,7,15,31,35,48,7
"DGRD",118,"2017-12-04",0,0,12,26,31,37,45,4
"DGRD",119,"2017-12-07",0,0,7,17,31,39,46,6
"DGRD",120,"2017-12-11",0,0,17,19,20,37,47,6
"DGRD",121,"2017-12-14",0,0,5,7,23,39,47,7
"DGRD",122,"2017-12-18",0,0,13,19,27,33,41,1
"DGRD",123,"2017-12-21",0,0,12,32,38,46,47,4
"DGRD",124,"2017-12-25",0,0,8,11,16,40,46,4
"DGRD",125,"2017-12-28",0,0,24,27,28,43,49,6
"DGRD",126,"2018-01-01",0,0,26,29,36,40,45,1
"DGRD",127,"2018-01-04",0,0,3,4,11,30,37,6
"DGRD",128,"2018-01-08",0,0,4,10,38,43,46,3
"DGRD",129,"2018-01-11",0,0,1,11,24,35,38,2
"DGRD",130,"2018-01-15",0,0,4,10,20,37,41,3
"DGRD",131,"2018-01-18",0,0,5,30,33,36,48,2
"DGRD",132,"2018-01-22",0,0,6,26,27,43,44,7
"DGRD",133,"2018-01-25",0,0,15,22,27,32,44,1
"DGRD",134,"2018-01-29",0,0,7,16,27,34,38,3
"DGRD",135,"2018-02-01",0,0,4,7,17,25,41,7
"DGRD",136,"2018-02-05",0,0,6,15,25,32,46,1
"DGRD",137,"2018-02-08",0,0,12,15,22,34,49,3
"DGRD",138,"2018-02-12",0,0,17,21,34,42,44,3
"DGRD",139,"2018-02-15",0,0,2,6,12,32,43,1
"DGRD",140,"2018-02-19",0,0,2,8,26,43,45,5
"DGRD",141,"2018-02-22",0,0,14,20,24,26,32,1
"DGRD",142,"2018-02-26",0,0,3,35,40,45,48,1
"DGRD",143,"2018-03-01",0,0,1,15,24,31,42,1
"DGRD",144,"2018-03-05",0,0,12,21,29,33,35,3
"DGRD",145,"2018-03-08",0,0,11,17,38,43,49,1
"DGRD",146,"2018-03-12",0,0,4,17,23,24,32,4
"DGRD",147,"2018-03-15",0,0,9,10,14,23,44,6
"DGRD",148,"2018-03-19",0,0,6,30,34,46,49,4
"DGRD",149,"2018-03-22",0,0,3,9,18,19,22,2
"DGRD",150,"2018-03-26",0,0,14,22,26,36,45,7
"DGRD",151,"2018-03-29",0,0,14,17,29,36,43,1
"DGRD",152,"2018-04-02",0,0,22,25,44,45,48,6
"DGRD",153,"2018-04-05",0,0,5,8,13,18,47,4
"DGRD",154,"2018-04-09",0,0,2,9,34,41,43,1
"DGRD",155,"2018-04-12",0,0,31,38,40,41,44,5
"DGRD",156,"2018-04-16",0,0,14,17,32,38,49,7
"DGRD",157,"2018-04-19",0,0,13,21,24,26,43,1
"DGRD",158,"2018-04-23",0,0,13,20,21,37,38,3
"DGRD",159,"2018-04-26",0,0,6,14,22,26,35,7
"DGRD",160,"2018-04-30",0,0,7,24,25,35,37,2
"DGRD",161,"2018-05-03",0,0,1,4,29,38,47,5
"DGRD",162,"2018-05-07",0,0,1,36,39,45,49,6
"DGRD",163,"2018-05-10",0,0,4,16,25,34,39,4
"DGRD",163,"2018-05-10",20,1,12,13,17,20,34,0
"DGRD",163,"2018-05-10",20,2,4,19,30,44,46,0
"DGRD",163,"2018-05-10",20,3,5,6,11,31,36,0
"DGRD",163,"2018-05-10",20,4,20,28,40,43,49,0
"DGRD",163,"2018-05-10",20,5,4,9,16,26,45,0
"DGRD",163,"2018-05-10",20,6,8,11,18,22,32,0
"DGRD",163,"2018-05-10",20,7,12,13,30,33,40,0
"DGRD",163,"2018-05-10",20,8,5,13,20,21,23,0
"DGRD",163,"2018-05-10",20,9,9,26,35,44,45,0
"DGRD",163,"2018-05-10",20,10,20,27,30,37,44,0
"DGRD",164,"2018-05-14",0,0,3,7,11,13,25,1
"DGRD",164,"2018-05-14",20,1,1,10,12,25,44,0
"DGRD",164,"2018-05-14",20,2,6,15,26,38,45,0
"DGRD",164,"2018-05-14",20,3,2,26,29,30,31,0
"DGRD",164,"2018-05-14",20,4,4,6,9,10,42,0
"DGRD",164,"2018-05-14",20,5,15,16,32,33,40,0
"DGRD",164,"2018-05-14",20,6,23,34,35,40,47,0
"DGRD",164,"2018-05-14",20,7,14,23,32,46,47,0
"DGRD",164,"2018-05-14",20,8,5,10,22,29,48,0
"DGRD",164,"2018-05-14",20,9,15,25,28,39,48,0
"DGRD",164,"2018-05-14",20,10,3,4,28,41,48,0
"DGRD",165,"2018-05-17",0,0,1,5,18,42,46,3
"DGRD",166,"2018-05-21",0,0,6,8,22,30,38,6
"DGRD",167,"2018-05-24",0,0,18,26,38,43,49,7
"DGRD",168,"2018-05-28",0,0,14,28,29,42,48,5
"DGRD",169,"2018-05-31",0,0,2,9,41,45,48,1
"DGRD",170,"2018-06-04",0,0,1,5,11,30,38,5
"DGRD",171,"2018-06-07",0,0,2,3,4,40,47,1
"DGRD",172,"2018-06-11",0,0,1,12,19,26,35,7
"DGRD",173,"2018-06-14",0,0,1,19,33,41,47,1
"DGRD",174,"2018-06-18",0,0,1,16,31,44,48,2
"DGRD",175,"2018-06-21",0,0,13,28,30,31,43,7
"DGRD",176,"2018-06-25",0,0,12,20,30,43,46,2
"DGRD",177,"2018-06-28",0,0,6,39,40,48,49,4
"DGRD",178,"2018-07-02",0,0,5,18,23,39,42,3
"DGRD",179,"2018-07-05",0,0,14,20,27,40,41,2
"DGRD",180,"2018-07-09",0,0,13,26,41,42,47,2
"DGRD",181,"2018-07-12",0,0,1,2,32,36,39,4
"DGRD",182,"2018-07-16",0,0,5,11,27,34,46,1
"DGRD",183,"2018-07-19",0,0,27,31,36,38,39,6
"DGRD",184,"2018-07-23",0,0,19,32,38,44,48,2
"DGRD",185,"2018-07-26",0,0,32,34,43,44,46,6
"DGRD",186,"2018-07-30",0,0,15,17,30,44,47,6
"DGRD",187,"2018-08-02",0,0,6,9,22,32,38,7
"DGRD",188,"2018-08-06",0,0,11,29,31,34,38,7
"DGRD",189,"2018-08-09",0,0,2,15,21,32,34,3
"DGRD",190,"2018-08-13",0,0,5,9,30,31,47,7
"DGRD",191,"2018-08-16",0,0,8,9,25,31,41,2
"DGRD",192,"2018-08-20",0,0,8,12,18,35,40,2
"DGRD",193,"2018-08-23",0,0,5,11,16,24,42,4
"DGRD",194,"2018-08-27",0,0,7,15,23,31,48,4
"DGRD",195,"2018-08-30",0,0,25,28,35,39,48,5
"DGRD",196,"2018-09-03",0,0,13,26,36,39,49,1
"DGRD",197,"2018-09-06",0,0,4,8,20,22,49,6
"DGRD",198,"2018-09-10",0,0,3,29,31,43,48,7
"DGRD",199,"2018-09-13",0,0,1,11,25,29,46,7
"DGRD",200,"2018-09-17",0,0,4,15,20,24,48,5
"DGRD",200,"2018-09-17",20,1,5,9,20,29,32,0
"DGRD",200,"2018-09-17",20,2,3,13,20,27,38,0
"DGRD",200,"2018-09-17",20,3,9,11,19,33,37,0
"DGRD",200,"2018-09-17",20,4,20,24,43,47,48,0
"DGRD",200,"2018-09-17",20,5,8,10,16,41,48,0
"DGRD",201,"2018-09-20",0,0,3,10,15,23,48,2
"DGRD",201,"2018-09-20",20,1,6,13,17,33,47,0
"DGRD",201,"2018-09-20",20,2,1,23,31,32,40,0
"DGRD",201,"2018-09-20",20,3,4,5,6,26,47,0
"DGRD",201,"2018-09-20",20,4,25,29,33,35,36,0
"DGRD",201,"2018-09-20",20,5,9,11,12,29,37,0
"DGRD",202,"2018-09-24",0,0,14,25,27,28,43,4
"DGRD",203,"2018-09-27",0,0,3,9,12,21,47,3
"DGRD",204,"2018-10-01",0,0,7,25,28,45,49,4
"DGRD",205,"2018-10-04",0,0,2,14,39,46,49,3
"DGRD",206,"2018-10-08",0,0,1,13,24,41,42,4
"DGRD",207,"2018-10-11",0,0,1,11,25,26,39,6
"DGRD",208,"2018-10-15",0,0,10,18,24,37,39,1
"DGRD",209,"2018-10-18",0,0,2,23,29,32,48,3
"DGRD",210,"2018-10-22",0,0,10,11,33,40,42,5
"DGRD",211,"2018-10-25",0,0,5,11,14,16,39,7
"DGRD",212,"2018-10-29",0,0,8,11,12,13,23,3
"DGRD",213,"2018-11-01",0,0,2,3,5,17,39,7
"DGRD",214,"2018-11-05",0,0,4,27,34,40,42,1
"DGRD",215,"2018-11-08",0,0,6,7,29,33,35,3
"DGRD",216,"2018-11-12",0,0,2,13,18,19,43,2
"DGRD",217,"2018-11-15",0,0,13,27,38,42,49,1
"DGRD",218,"2018-11-19",0,0,29,31,35,36,46,5
"DGRD",219,"2018-11-22",0,0,4,24,25,29,42,7
"DGRD",220,"2018-11-26",0,0,8,26,28,37,47,1
"DGRD",221,"2018-11-29",0,0,4,15,19,23,48,5
"DGRD",222,"2018-12-03",0,0,1,4,13,17,49,6
"DGRD",223,"2018-12-06",0,0,4,30,31,35,45,6
"DGRD",223,"2018-12-06",20,1,12,24,31,45,49,0
"DGRD",223,"2018-12-06",20,2,4,28,32,44,46,0
"DGRD",223,"2018-12-06",20,3,4,8,12,14,43,0
"DGRD",223,"2018-12-06",20,4,1,5,15,40,43,0
"DGRD",223,"2018-12-06",20,5,2,13,30,45,47,0
"DGRD",224,"2018-12-10",0,0,5,11,15,34,40,3
"DGRD",224,"2018-12-10",20,1,9,14,16,24,46,0
"DGRD",224,"2018-12-10",20,2,17,20,29,39,41,0
"DGRD",224,"2018-12-10",20,3,18,20,29,32,49,0
"DGRD",224,"2018-12-10",20,4,6,27,28,47,49,0
"DGRD",224,"2018-12-10",20,5,2,11,24,26,31,0
"DGRD",225,"2018-12-13",0,0,4,20,28,34,49,4
"DGRD",226,"2018-12-17",0,0,14,17,29,40,46,7
"DGRD",227,"2018-12-20",0,0,13,24,26,32,42,1
"DGRD",228,"2018-12-24",0,0,7,19,20,21,48,5
"DGRD",229,"2018-12-27",0,0,3,22,25,27,41,2
"DGRD",230,"2018-12-31",0,0,3,20,38,42,46,3
"DGRD",231,"2019-01-03",0,0,2,4,12,17,37,6
"DGRD",232,"2019-01-07",0,0,2,7,8,28,31,2
"DGRD",233,"2019-01-10",0,0,7,9,13,19,29,7
"DGRD",234,"2019-01-14",0,0,2,25,33,39,40,2
"DGRD",235,"2019-01-17",0,0,9,14,17,18,41,2
"DGRD",236,"2019-01-21",0,0,8,9,18,43,48,2
"DGRD",237,"2019-01-24",0,0,1,5,6,15,31,4
